artist	title	original_songs
SOUND HOLIC feat.ユリカ(cordelia)	妖狐伝承	妖々跋扈/少女幻葬　～ Necro-Fantasy
SOUND HOLIC feat.ユリカ(cordelia)&709sec.	真・バーニングテンソクZ	ぼくらの非想天則
SOUND HOLIC feat.ユリカ(cordelia)&709sec.	双翼-Black Wings-	妖怪の山　～ Mysterious Mountain
SOUND HOLIC feat.ユリカ(cordelia)&709sec.	Diamond Dust	無何有の郷　～ Deep Mountain
SOUND HOLIC feat.匠眞	全人類ノ非想天則	ぼくらの非想天則
SOUND HOLIC feat.野宮あゆみ(ALiCE'S EMOTiON)	少女人形	ブクレシュティの人形師/人形裁判　～ 人の形弄びし少女
SOUND HOLIC feat.葉月なの	Phantasmagoria-弾幕結界-	ネクロファンタジア
SOUND HOLIC feat.めらみぽっぷ	コイイロノユメ	恋色マスタースパーク
Sound Online feat.三澤秋	Eternal Rite	幽雅に咲かせ、墨染の桜　～ Border of Life
Sound Online feat.三澤秋	Cosmos Glide	明日ハレの日、ケの昨日
Sound Online feat.三澤秋	Starlight Vision	六十年目の東方裁判　～ Fate of Sixty Years
Sound Online feat.三澤秋	Nostalgia	ラストリモート
Sound Online feat.三澤秋	Last Fantasia	ネクロファンタジア
Sound Online feat.美里	Seek Your Mind	亡き王女の為のセプテット
Sound Online feat.坂上なち	Survive	東方妖々夢　～ Ancient Temple
Sound Online feat.佳織みちる	Prominence	死体旅行　～ Be of good cheer!
Sound Online feat.野宮あゆみ	散る、氷塊の華	ルーネイトエルフ
Sound Online feat.野宮あゆみ	Detector	小さな小さな賢将
SYNC.ART'S/美里	エピクロスの虹はもう見えない	上海紅茶館　～ Chinese Tea
SYNC.ART'S/美里	閉塞ディペンデンス	ハートフェルトファンシー
SYNC.ART'S/美里	Rondo of fantasy	少女秘封倶楽部
SYNC.ART'S/真崎エリカ	イノセント・ドール	ラストリモート
SYNC.ART'S/真崎エリカ	Broken Glass	無間の鐘　～ Infinite Nightmare
SYNC.ART'S/仲村芽衣子	Emotional Rule	感情の摩天楼　～ Cosmic Mind
SYNC.ART'S/仲村芽衣子	Sword of Valiant	有頂天変　～ Wonderful Heaven
SYNC.ART'S/仲村芽衣子	Sword of Valiant-Dark Power-	有頂天変　～ Wonderful Heaven
SYNC.ART'S/仲村芽衣子	ツキヨニサラバ	千年幻想郷　～ History of the Moon
SYNC.ART'S/仲村芽衣子	Nemesis	神さびた古戦場　～ Suwa Foughten Field
SYNC.ART'S/仲村芽衣子	Magus Light	メイガスナイト
SYNC.ART'S/仲村芽衣子	Lunatic Blaze	竹取飛翔　～ Lunatic Princess/月まで届け、不死の煙
SYNC.ART'S/miko	心の在り処	人形裁判　～ 人の形弄びし少女
SYNC.ART'S/桃梨&遊女	想ひそめしか	広有射怪鳥事　～ Till When?
SYNC.ART'S/なつみ	もうなにもきこえない	もう歌しか聞こえない
SYNC.ART'S/宮簀月菜	revius.	メイドと血の懐中時計/ツェペシュの幼き末裔
SYNC.ART'S/遊女	嵐の中で当人しか知りえないもの	神さびた古戦場　～ Suwa Foughten Field
SYNC.ART'S/遊女	新月の前夜に	狂気の瞳　～ Invisible Full Moon
SYNC.ART'S/櫻井アンナ	癒えぬ痕	少女さとり　～ 3rd eye
SYNC.ART'S/櫻井アンナ	薔薇薔薇人体模型	ブクレシュティの人形師
SYNC.ART'S/櫻井アンナ	魅せる時	天空のグリニッジ
SYNC.ART'S/TERRA(MintJam)	The Pacifier-楽園の調停者-	少女綺想曲　～ Dream Battle
SYNC.ART'S/桃梨、遊女、葉山りく	こい☆れぽ	幽霊楽団　～ Phantom Ensemble
SYNC.ART'S/坂上なち	深炎の秋方	稲田姫様に叱られるから
SYNC.ART'S/桃梨	ファンシーエディタ	おてんば恋娘
SYNC.ART'S/桃梨	ミセリコルディア-Misericordia-	恋色マスタースパーク
TaNaBaTa	Unknown Girl	U.N.オーエンは彼女なのか？
TaNaBaTa	黄金航路	幽霊客船の時空を越えた旅
TaNaBaTa	KILLER TUNE	砕月
TaNaBaTa	コガネイロファンタスティック	上海紅茶館　～ Chinese Tea
TaNaBaTa	今夜、少女じゃいられない	万年置き傘にご注意を
TaNaBaTa	スターオーシャン	デザイアドライブ
TaNaBaTa	Setsuna-Light	ラクトガール　～ 少女密室/恋色マスタースパーク
TaNaBaTa	Violet Fuzz	ネクロファンタジア
TUMENECO feat.yukina	君とふたりで	亡き王女の為のセプテット/U.N.オーエンは彼女なのか？
TUMENECO feat.yukina	星空の器	星の器　～ Casket of Star/恋色マスタースパーク
TUMENECO feat.yukina	星を廻せ月より速く	未知の花 魅知の旅
TUMENECO feat.yukina&みぃ	現夢-genmu-	リーインカーネイション/ジャパニーズサーガ
TUMENECO feat.yukina&みぃ	ナイトエンド	妖怪裏参道/緑のサナトリウム
TUMENECO feat.yukina&みぃ	ホシノユメ	月の妖鳥、化猫の幻/ヒロシゲ36号　～ Neo Super-Express
TUMENECO feat.yukina&みぃ	ゆめいろモノクロム	少女秘封倶楽部/天空のグリニッジ
TUMENECO & GET IN THE RING feat.みぃ	リバーフェイス	亡失のエモーション
Unlucky Morpheus	木葉天狗	フォールオブフォール　～ 秋めく滝
Unlucky Morpheus	THE TOWER OF THE BLOOD	亡き王女の為のセプテット
Unlucky Morpheus	断罪は遍く人間の元に	信仰は儚き人間の為に
Unlucky Morpheus	百鬼飛行	万年置き傘にご注意を
Unlucky Morpheus	魔境堕天録サリエル	いざ、倒れ逝くその時まで
Unlucky Morpheus	魍魎の密室	千年幻想郷　～ History of the Moon
Unlucky Morpheus	Le Cirque de Sept Couleurs	不思議の国のアリス
Unlucky Morpheus	ロスト	ラストリモート
ZYTOKINE	I,SCREAM feat. cold kiss	輝く針の小人族　～ Little Princess
ZYTOKINE	I.N.F.E.R.N.O feat. cold kiss	六十年目の東方裁判　～ Fate of Sixty Years
ZYTOKINE	WAVE WAVE WAVE feat. itori	秘境のマーメイド
ZYTOKINE	GOLD feat. itori	御伽の国の鬼が島　～ Missing Power
ZYTOKINE	さまよう刃 feat. itori	広有射怪鳥事　～ Till When?
ZYTOKINE	Dancing Dollz feat. cold kiss	少女秘封倶楽部
ZYTOKINE	NEWBORN CRYING feat. nachi	阿礼の子供
ZYTOKINE	uni_Verse feat. itori	車椅子の未来宇宙/向こう側の月
ZYTOKINE	euclase feat. irony	イザナギオブジェクト
ZYTOKINE feat. cold kiss(Nana Takahashi x Linjin)	ID	ハルトマンの妖怪少女
ZYTOKINE feat. cold kiss(Nana Takahashi x Linjin)	INCOGNITO	孤独なウェアウルフ
ふぉれすとぴれお feat.ランコ	嘘と慟哭	御伽の国の鬼が島　～ Missing Power
ふぉれすとぴれお feat.kana	彼女が一番少女なのか?	U.N.オーエンは彼女なのか？
ふぉれすとぴれお feat.kana	ココロの声	少女さとり　～ 3rd eye
ふぉれすとぴれお feat.kana	ゆきはとけましたがてすとはとけません	おてんば恋娘
ふぉれすとぴれお feat.ルシュカ	Demon Strundum	U.N.オーエンは彼女なのか？
ふぉれすとぴれお feat.めらみぽっぷ	∞-unlimited-	ネイティブフェイス
ふぉれすとぴれお feat.めらみぽっぷ	A-Yah-YAh-YaH-YAH!	風神少女
ふぉれすとぴれお feat.めらみぽっぷ	keeps sleeping	少女さとり　～ 3rd eye
ふぉれすとぴれお feat.めらみぽっぷ	恋の方程式-my sweet darlin'-	プレインエイジア
ふぉれすとぴれお feat.めらみぽっぷ	紅魔機神フランドール	U.N.オーエンは彼女なのか？
ふぉれすとぴれお feat.めらみぽっぷ	CONTINUE...YES or NO?	U.N.オーエンは彼女なのか？
ふぉれすとぴれお feat.めらみぽっぷ	ハートの弾幕	ハルトマンの妖怪少女
ふぉれすとぴれお feat.めらみぽっぷ	ミラクル☆ガール	信仰は儚き人間の為に
ふぉれすとぴれお feat.めらみぽっぷ	れみりあ☆デスティニー	亡き王女の為のセプテット
ふぉれすとぴれお feat.めらみぽっぷ	ロストマインド	夢消失　～ Lost Dream
ふぉれすとぴれお feat.紫月菜乃	アイ・ウィッシュ・クロスフェード	恋色マスタースパーク
ふぉれすとぴれお feat.紫月菜乃	あーうー☆	ネイティブフェイス
ふぉれすとぴれお feat.紫月菜乃	OINORI-GIRL	少女綺想曲　～ Dream Battle
ふぉれすとぴれお feat.紫月菜乃	夏、祭りの日	明日ハレの日、ケの昨日
ふぉれすとぴれお feat.紫月菜乃	ひとしづく	懐かしき東方の血　～ Old World
ふぉれすとぴれお feat.ななひら	年2回人混みを避けきる程度の能力	U.N.オーエンは彼女なのか？
ふぉれすとぴれお feat.Φ串Φ	StarDust	少女が見た日本の原風景
ふぉれすとぴれお feat.Φ串Φ	ヒャッカ	さくらさくら　～ Japanize Dream...
ふぉれすとぴれお feat.葉月なの	河童コイゴコロ	芥川龍之介の河童　～ Candid Friend
ふぉれすとぴれお feat.南条あきら	紅月勇女	砕月
ふぉれすとぴれお feat.ココ	フラワリングナイチチ!	フラワリングナイト
ふぉれすとぴれお feat.ココ	まじかる図書委員!パチュリーちゃん	ラクトガール　～ 少女密室
ふぉれすとぴれお feat.実谷なな	仮面	封じられた妖怪　～ Lost Place
ふぉれすとぴれお feat.実谷なな	きままに★	死体旅行　～ Be of good cheer!
ふぉれすとぴれお feat.実谷なな	恋しい明日へ	神々が恋した幻想郷
ふぉれすとぴれお feat.かざはな、まめこ	under the moon	ハルトマンの妖怪少女
ふぉれすとぴれお feat.うるし	希求～the Starlight Seeker	キャプテン・ムラサ
ふぉれすとぴれお feat.みぃしゃ	月まで届け	月まで届け、不死の煙
ふぉれすとぴれお feat.夢璃花	Emotional Blush	神々が恋した幻想郷
ふぉれすとぴれお feat.りゃく	月のモトに耀-アカル-	永遠の満月
ふぉれすとぴれお feat.エミコ	everyday everytime	恋色マジック
ふぉれすとぴれお feat.すもも	KIRA KIRA!Melody	幽霊楽団　～ Phantom Ensemble
ふぉれすとぴれお feat.リズナ	とらぶるストライプ	虎柄の毘沙門天
ふぉれすとぴれおfeat.まめこ	Overcoming	竹取飛翔　～ Lunatic Princess
へたのよこずき	かくれんぼ	いたずらに命をかけて
へたのよこずき	ただのNPC	万年置き傘にご注意を/素敵な墓場で暮しましょ
へたのよこずき	もうみんなしねばいいのに	渡る者の途絶えた橋/緑眼のジェラシー
らっぷびと	ありがとうのうた	オリジナル
らっぷびと	アル晴レタ日	オリジナル
らっぷびと	オーディエンスを沸かす程度の能力 feat.ill bell	少女綺想曲　～ Dream Battle
らっぷびと	All Day,All Night	オリジナル
らっぷびと	クローバー	オリジナル
らっぷびと	GAMEBOYZ feat.TKC from SD JUNKSTA,サイプレス上野	オリジナル
らっぷびと	テクノブレイク feat.タイツォン	オリジナル
らっぷびと	dimension's girl	オリジナル
らっぷびと	とある世界の音楽家	オリジナル
らっぷびと	人として軸がぶれているらっぷ	その他
らっぷびと	雪花火	オリジナル
らっぷびと	Like! Like! Like! feat.桃井はるこ	オリジナル
らっぷびと	リンゴ日和-rapbit version-	その他
イノライ	ツナガル セツナ	風神少女
イロドリミドリ	あねぺったん	竹取飛翔　～ Lunatic Princess
イロドリミドリ	イロドリミドリ杯花映塚全一決定戦公式テーマソング『ウソテイ』	シンデレラケージ　～ Kagome-Kagome/お宇佐さまの素い幡
イロドリミドリ	光線チューニング～なずな妄想海フェスイメージトレーニングVer.～	オリジナル
イロドリミドリ	GO!GO!ラブリズム～あーりん書類審査通過記念Ver.～	オリジナル
イロドリミドリ	Still	オリジナル
イロドリミドリ	Session High↑	オリジナル
イロドリミドリ	Change Our MIRAI!	オリジナル
イロドリミドリ	ドキドキDREAM!!!	オリジナル
イロドリミドリ	なるとなぎのパーフェクトロックンロール教室	おてんば恋娘
イロドリミドリ	Help me,あーりん!	竹取飛翔　～ Lunatic Princess
イロドリミドリ	無敵We are one!!	オリジナル
セブンスヘブンMAXION feat. 小田ユウ	幽闇に目醒めしは	眠れる恐怖　～ Sleeping Terror
イオシス/miko(Alternative ending),quim(IOSYS)	チルノのパーフェクトさんすう教室	おてんば恋娘
イオシス	taboo tears you up	ツェペシュの幼き末裔/亡き王女の為のセプテット/魔法少女達の百年祭/U.N.オーエンは彼女なのか？
イオシス	チルノのパーフェクトさんすう教室 ⑨周年バージョン	おてんば恋娘
イオシス/miko(Alternative ending),quim(IOSYS),しゃちょう(IOSYS)	患部で止まってすぐ溶ける～狂気の優曇華院	狂気の瞳　～ Invisible Full Moon
イオシス/3L	Unlocked girl～密室を出た少女	ラクトガール　～ 少女密室
イオシス/3L	行列のできるえーりん診療所	千年幻想郷　～ History of the Moon/竹取飛翔　～ Lunatic Princess
イオシス/3L	タイヨウノハナ	今昔幻想郷　～ Flower Land
イオシス/3L	Pray	信仰は儚き人間の為に
イオシス/3L	why I wanna know	ラストリモート/ハルトマンの妖怪少女
イオシス/3L	惑いて来たれ、遊惰な神隠し～Border of Death	ネクロファンタジア
イオシス/3L	Miracle∞Hinacle	厄神様の通り道　～ Dark Road/運命のダークサイド
イオシス/ななひら(Confetto)	進捗どうですか?	遠野幻想物語
イオシス/抹&ytr&らっぷびと(魂音泉)	【東方ニコカラ】秘神マターラ feat.魂音泉【IOSYS】	秘神マターラ　～ Hidden Star in All Seasons.
イオシス/miko,ゆか,まり,安田陽子	お嫁にしなさいっ!	ブクレシュティの人形師/恋色マスタースパーク/オリエンタルダークフライト
イオシス/ビートまりお(COOL&CREATE),あまね(COOL&CREATE)	ウサテイ	シンデレラケージ　～ Kagome-Kagome/お宇佐さまの素い幡
イオシス/山本椛(monotone)	キャプテン・ムラサのケツアンカー	キャプテン・ムラサ
イオシス/藤枝あかね	お空のニュークリアフュージョン道場	業火マントル/霊知の太陽信仰　～ Nuclear Fusion
イオシス/藤枝あかね	究極焼肉レストラン!お燐の地獄亭!	廃獄ララバイ/死体旅行　～ Be of good cheer!
イオシス/岩杉夏	断罪ヤマザナドゥ!	六十年目の東方裁判　～ Fate of Sixty Years
イオシス/miko(Alternative ending)	アリス→デレ	ブクレシュティの人形師/人形裁判　～ 人の形弄びし少女
イオシス/miko(Alternative ending)	アーティフィシャル・チルドレン	Romantic Children/不思議の国のアリス
イオシス/miko(Alternative ending)	お賽銭 ちょうだい	少女綺想曲　～ Dream Battle/春色小径　～ Colorful Path
イオシス/miko(Alternative ending)	記憶の系譜～until the End of History	ジャパニーズサーガ/阿礼の子供
イオシス/miko(Alternative ending)	恋の氷結おてんば湯けむりチルノ温泉	おてんば恋娘/春の氷精
イオシス/miko(Alternative ending)	shining grace	オリジナル
イオシス/miko(Alternative ending)	讃えよ我を、祀れ奇跡を	御柱の墓場　～ Grave of Being/神さびた古戦場　～ Suwa Foughten Field
イオシス/miko(Alternative ending)	月夜を隠さない程度の能力?	少女綺想曲　～ Dream Battle
イオシス/miko(Alternative ending)	ねこ巫女れいむ	少女綺想曲　～ Dream Battle
イオシス/miko(Alternative ending)	白玉楼～幽冥の住人は割と少ない	東方妖々夢　～ Ancient Temple
イオシス/miko(Alternative ending)	博麗神社町内会音頭	二色蓮花蝶　～ Ancients
イオシス/miko(Alternative ending)	まりかぎでいいのぜ	恋色マスタースパーク
イオシス/miko(Alternative ending)	魔理沙に大変な役でハコにされました	Romantic Children/人形裁判　～ 人の形弄びし少女
イオシス/Poron	U.N.オーエンが彼女だったとしたら?	U.N.オーエンは彼女なのか？
イオシス/めらみぽっぷ(こすもぽりたん)	きゅうりバーにダイブ	芥川龍之介の河童　～ Candid Friend
イオシス/ヒナコ	こんなにかわいいスカーレッツが私のお嬢様なはずがない	亡き王女の為のセプテット
イオシス/あゆ(KKproject)	運命狂サディスティック	亡き王女の為のセプテット
イオシス/あゆ(KKproject)	変身解除!キモけーね	プレインエイジア
イオシス/miko(Alternative Ending),ココ(Innocent Key),96(IOSYS),岩杉夏	スカーレット警察のゲットーパトロール24時	おてんば恋娘/亡き王女の為のセプテット
イオシス/悠杏李	Phantasmagoria mystical expectation	風神少女　 (Short Version)
イオシス/悠杏李	Reason to Fly	恋色マスタースパーク
イオシス/桃井はるこ	マスパでシュッ☆メイドウィッチまりさちゃん	恋色マスタースパーク/メイガスナイト
イオシス/神波千尋	きゅうり味のビールを飲めばいいよ!	芥川龍之介の河童　～ Candid Friend
イオシス/Dummy,nyanyannya(Team.ねこかん[猫]),龍波しゅういち(Studioどらごんめいる),メグロユウコ,3L	B・E・E・R	童祭　～ Innocent Treasures
イオシス/ランコ(豚乙女)	向日葵サンセット	おてんば恋娘
イオシス/あさな	求聞持の能力	ジャパニーズサーガ/阿礼の子供/夜の鳩山を飛ぶ‐Power Mix
イオシス/あさな	star river	感情の摩天楼　～ Cosmic Mind
イオシス/あさな	千歳の夢を遠く過ぎても	プレインエイジア
イオシス/あさな	Fraulein Lilie	ポイズンボディ　～ Forsaken Doll/花は幻想のままに
イオシス/あさな	れみりゃ@フルムーン	亡き王女の為のセプテット
イオシス/藤咲かりん	月夜を二人で抜け出す程度の能力	少女綺想曲　～ Dream Battle
イオシス/藤原鞠菜	Club Ibuki in Break All	Demystify Feast/御伽の国の鬼が島　～ Missing Power
イオシス/miko(Alternative ending),あゆ,咲希	株式会社ボーダー商事・社歌	ネクロファンタジア
イオシス/miko(Alternative ending),榎津まお	Border of extacy	ボーダーオブライフ/ネクロファンタジア
イオシス/CAMET	願うこの身よ、燃えて月までも	月まで届け、不死の煙
イオシス/イザベル	あたしまりさ	恋色マスタースパーク
イオシス/ビートまりお(COOL&CREATE),ARM(IOSYS)	げきオコスティックファイナリアリティぷんぷんマスタースパーク	恋色マスタースパーク/メイガスナイト
イオシス/あゆ(IOSYS),nyanyannya(Team.ねこかん[猫])	神獣の名の下に	プレインエイジア
イオシス/frayja(Innocent Key)	門番少女ちゅうかなめいりん	上海紅茶館　～ Chinese Tea/明治十七年の上海アリス
イオシス/あゆ,咲希	宴は永遠に	Demystify Feast/夜が降りてくる　～ Evening Star
イオシス/Dummy,あさな	二つの翼	Lotus Road/Border Land/Magic Shop of Raspberry
イオシス/miko(Alternative ending)/quim(IOSYS)	患部で止まらずそのまま奥まであんああん～最後の優曇華院	狂気の瞳　～ Invisible Full Moon
イオシス/あゆ	けーねのえかきうた	プレインエイジア
イオシス/おかあさん	魂は静かに眠りにつくように～遠野郷の木葉梟	遠野幻想物語
イオシス/ゆか	Power of dream	恋色マスタースパーク
イオシス/ゆか	六十年罪業華地獄残酷歌	彼岸帰航　～ Riverside View/六十年目の東方裁判　～ Fate of Sixty Years
イオシス/ARM feat.初音ミク	夏のロケット	オリジナル
イオシス/void feat.IA	カフェラッテ	オリジナル
イオシス/あいかぴん	Desire	リジッドパラダイス
イオシス/イザベル,岩杉夏	ジンゴー!ジンゴー!	恋色マスタースパーク/風神少女
イオシス/NANA TAKAHASHI(SOUND HOLIC)	midnight lightning bolt	ティアオイエツォン(withered leaf)/妖々跋扈
イオシス/Dummy,あゆ from KKproject	silver and white star	プレインエイジア
イオシス/miko(Alternative ending),Jenya	恋の呪文を唱える程度の能力	ヴワル魔法図書館/ラクトガール　～ 少女密室
イオシス/quim(IOSYS)	夜を刻む銀の刃	月時計　～ ルナ・ダイアル
東方キャノンボール(博麗霊夢(CV.鬼頭明里)・霧雨魔理沙(CV.飯沼南実))	華やぐ夢幻の少女たち	テーマ・オブ・イースタンストーリー/紅楼　～ Eastern Dream.../さくらさくら　～ Japanize Dream.../Eternal Dream　～ 幽玄の槭樹
RD-Sounds	イニシャルイニシャルエコーエゴー	門前の妖怪小娘
少女フラクタル(天宮みや&姫城碧海)	彷徨いの冥～天～	幽雅に咲かせ、墨染の桜　～ Border of Life
少女フラクタル(天宮みや)	果てなき風の軌跡さえ	信仰は儚き人間の為に
少女フラクタル(天宮みや&柚木梨沙)	色は匂へど 散りぬるを(Fractal 1.5ver.)	神々が恋した幻想郷
少女フラクタル(天宮みや&柚木梨沙)	完全の模様を刳り貫いて	九月のパンプキン
少女フラクタル(柚木梨沙)	囚われのアイ	U.N.オーエンは彼女なのか？
少女フラクタル(天宮みや&如月鈴&柚木梨沙)	今を凍らせて…	おてんば恋娘
少女理論観測所	壊れた人形のマーチ	魔法少女達の百年祭/U.N.オーエンは彼女なのか？
少女理論観測所	終焉アンチテーゼ	幽雅に咲かせ、墨染の桜　～ Border of Life
少女理論観測所	Stranger time	メイドと血の懐中時計
岸田教団&THE明星ロケッツ	芥川龍之介の河童	芥川龍之介の河童　～ Candid Friend
岸田教団&THE明星ロケッツ	明星ロケット	レトロスペクティブ京都
岸田教団&THE明星ロケッツ	[生音]明星ロケット(東方オンリーライブツアー”MOD”2019 Ver.)	レトロスペクティブ京都
岸田教団&THE明星ロケッツ	another	オリジナル
岸田教団&THE明星ロケッツ	EGOISTIC HERO	オリジナル
岸田教団&THE明星ロケッツ	FF	オリジナル
岸田教団&THE明星ロケッツ	over planet	オリジナル
岸田教団&THE明星ロケッツ	all-around	オリジナル
岸田教団&THE明星ロケッツ	希望の歌	オリジナル
岸田教団&THE明星ロケッツ	Qualia	オリジナル
岸田教団&THE明星ロケッツ	ケモノノダンス	オリジナル
岸田教団&THE明星ロケッツ	GhostWrites	オリジナル
岸田教団&THE明星ロケッツ	知ってる?魔道書は鈍器にもなるのよ	ラクトガール　～ 少女密室
岸田教団&THE明星ロケッツ	シンデレラケージ	シンデレラケージ　～ Kagome-Kagome/狂気の瞳　～ Invisible Full Moon
岸田教団&THE明星ロケッツ	SuperSonicSpeedStar	星の器　～ Casket of Star
岸田教団&THE明星ロケッツ	竹取飛翔	竹取飛翔　～ Lunatic Princess
岸田教団&THE明星ロケッツ	着地点	オリジナル
岸田教団&THE明星ロケッツ	月まで届け、不死の煙	エクステンドアッシュ　～ 蓬莱人/月まで届け、不死の煙
岸田教団&THE明星ロケッツ	Desire Drive	リジッドパラダイス/デザイアドライブ/古きユアンシェン
岸田教団&THE明星ロケッツ	trickystance	オリジナル
岸田教団&THE明星ロケッツ	ドロップ	オリジナル
岸田教団&THE明星ロケッツ	ナイトウォッチ	オリジナル
岸田教団&THE明星ロケッツ	ネクロファンタジア	ネクロファンタジア
岸田教団&THE明星ロケッツ	Hack&Slash	オリジナル
岸田教団&THE明星ロケッツ	Hack on the world	オリジナル
岸田教団&THE明星ロケッツ	ハンゲツトウゲ	オリジナル
岸田教団&THE明星ロケッツ	緋色のDance	亡き王女の為のセプテット
岸田教団&THE明星ロケッツ	[生音]緋色のDance(東方オンリーライブツアー”MOD”2019 Ver.)	亡き王女の為のセプテット
岸田教団&THE明星ロケッツ	ビオトープ	オリジナル
岸田教団&THE明星ロケッツ	pp	オリジナル
岸田教団&THE明星ロケッツ	Blood and Emotions	オリジナル
岸田教団&THE明星ロケッツ	POPSENSE	オリジナル
岸田教団&THE明星ロケッツ	メイドと血の懐中時計	メイドと血の懐中時計
岸田教団&THE明星ロケッツ	Memory	オリジナル
岸田教団&THE明星ロケッツ	U.N.オーエンは彼女なのか?	U.N.オーエンは彼女なのか？
岸田教団&THE明星ロケッツ	YU-MU	幽夢　～ Inanimate Dream
岸田教団&THE明星ロケッツ	宵闇鳥	夜雀の歌声　～ Night Bird
岸田教団&THE明星ロケッツ	夜空に沈む	オリジナル
岸田教団&THE明星ロケッツ	life logistics	オリジナル
岸田教団&THE明星ロケッツ	LIVE MY LIFE	オリジナル
岸田教団&THE明星ロケッツ	リプル	オリジナル
岸田教団&THE明星ロケッツ	ルナ・ダイアル	メイドと血の懐中時計/月時計　～ ルナ・ダイアル
岸田教団&THE明星ロケッツ	Ruler	オリジナル
岸田教団&THE明星ロケッツ	ワールド・エンド・エコノミカ	オリジナル
幽閉サテライト/senya	アマノジャック	永遠の三日天下
幽閉サテライト/senya	ありがとう	神々が恋した幻想郷
幽閉サテライト/senya	今、誰が為のかがり火へ	月まで届け、不死の煙/東方妖怪小町
幽閉サテライト/senya	色は情へと誘う	天空のグリニッジ
幽閉サテライト/senya	色は匂へど 散りぬるを	神々が恋した幻想郷
幽閉サテライト/senya	[オリカラ]色は匂へど 散りぬるを	神々が恋した幻想郷
幽閉サテライト/senya	嘘付きフォルテッシモ	幽霊楽団　～ Phantom Ensemble
幽閉サテライト/senya	泡沫、哀のまほろば	エクステンドアッシュ　～ 蓬莱人/月まで届け、不死の煙
幽閉サテライト/senya	Opposite World	亡き王女の為のセプテット
幽閉サテライト/senya	想いが歴史に変わる時	プレインエイジア
幽閉サテライト/senya	加速する恋は誰も止められない	少女さとり　～ 3rd eye
幽閉サテライト/senya	華鳥風月	六十年目の東方裁判　～ Fate of Sixty Years
幽閉サテライト/senya	可能性の化身	ぼくらの非想天則
幽閉サテライト/senya	感情ケミストリー	感情の摩天楼　～ Cosmic Mind
幽閉サテライト/senya	感染経路	狂気の瞳　～ Invisible Full Moon
幽閉サテライト/senya	傷痕	無何有の郷　～ Deep Mountain
幽閉サテライト/senya	君色サブリミナル	古きユアンシェン
幽閉サテライト/senya	共鳴しない愛のカタチ	懐かしき東方の血　～ Old World
幽閉サテライト/senya	穢れなきユーフォリア	偶像に世界を委ねて　～ Idoratrize World
幽閉サテライト/senya	小悪魔りんご	Bad Apple!!
幽閉サテライト/senya	孤独月	U.N.オーエンは彼女なのか？
幽閉サテライト/senya	孤独のphilosophy	月まで届け、不死の煙
幽閉サテライト/senya	コノ葉隠レ	風神少女
幽閉サテライト/senya	零れ桜	幽雅に咲かせ、墨染の桜　～ Border of Life
幽閉サテライト/senya	零れずの願いゴト	砕月
幽閉サテライト/senya	壊れた運命を紡いで	広有射怪鳥事　～ Till When?
幽閉サテライト/senya	最果てのコトバ	幻視の夜　～ Ghostly Eyes
幽閉サテライト/senya	炸裂アイロニー	ネクロファンタジア
幽閉サテライト/senya	三千世界	少女が見た日本の原風景
幽閉サテライト/senya	残響は鳴り止まず	上海紅茶館　～ Chinese Tea
幽閉サテライト/senya	シンデレラアバター	ネイティブフェイス
幽閉サテライト/senya	θで突き刺して	the Grimoire of Alice
幽閉サテライト/senya	千華繚乱	竹取飛翔　～ Lunatic Princess
幽閉サテライト/senya	束縛アネモネーション	遠野幻想物語
幽閉サテライト/senya	造花であろうとした者	二色蓮花蝶　～ Ancients
幽閉サテライト/senya	魂の語りに導かれて	彼岸帰航　～ Riverside View
幽閉サテライト/senya	玉響咲いた背後の永久	ネクロファンタジア/夜が降りてくる　～ Evening Star/憑坐は夢と現の間に　～ Necro-Fantasia
幽閉サテライト/senya	DICE	人形裁判　～ 人の形弄びし少女
幽閉サテライト/senya	ダフネ幻想歌	ネクロファンタジア
幽閉サテライト/senya	小さな針のような	輝く針の小人族　～ Little Princess
幽閉サテライト/senya	月に叢雲華に風	ラストリモート
幽閉サテライト/senya	[オリカラ]月に叢雲華に風	ラストリモート
幽閉サテライト/senya	月輪に巡らされた記憶	亡き王女の為のセプテット/永夜抄　～ Eastern Night./フラワリングナイト
幽閉サテライト/senya	手のひらピアニッシモ	恋色マスタースパーク
幽閉サテライト/senya	溺愛エクリプス	魔法少女達の百年祭
幽閉サテライト/senya	解けない雪	オリジナル
幽閉サテライト/senya	鳥居の向こうの夢蒔絵	U.N.オーエンは彼女なのか？
幽閉サテライト/senya	名残鳥	運命のダークサイド
幽閉サテライト/senya	濡れた髪に触れられた時	万年置き傘にご注意を
幽閉サテライト/senya	灰桜	東方妖々夢　～ Ancient Temple
幽閉サテライト/senya	ハイペリオン	魔法少女十字軍
幽閉サテライト/senya	瞳に隠された想ヒ	ハルトマンの妖怪少女
幽閉サテライト/senya	ヒトリシズカ	妖魔夜行
幽閉サテライト/senya	独り占めドール	人形裁判　～ 人の形弄びし少女
幽閉サテライト/senya	ひとりぼっちメロディ	ハートフェルトファンシー
幽閉サテライト/senya	不可逆的ネクサス	信仰は儚き人間の為に
幽閉サテライト/senya	二人ジェラシー	緑眼のジェラシー
幽閉サテライト/senya	FriendShip	幽霊客船の時空を越えた旅
