artist	title	original_songs
COOL&CREATE/ビートまりお、あまね	シアワセうさぎ	シンデレラケージ　～ Kagome-Kagome/お宇佐さまの素い幡
COOL&CREATE/ビートまりお、あまね	SPEED-HERO-RUN	その他
COOL&CREATE/ビートまりお、あまね	諏訪大信仰	少女が見た日本の原風景/信仰は儚き人間の為に
COOL&CREATE/ビートまりお、あまね	パルとパルる。	緑眼のジェラシー
COOL&CREATE/魂音泉	Help me,ERINNNNNN!! (feat. ytr) - TOS Remix	竹取飛翔　～ Lunatic Princess
COOL&CREATE/魂音泉/ytr	ナイト・オブ・ナイツ (feat. ytr) - TOS Remix	月時計　～ ルナ・ダイアル/フラワリングナイト
COOL&CREATE/豚乙女	Help me,ERINNNNNN!! 豚乙女ver.	竹取飛翔　～ Lunatic Princess
COOL&CREATE/豚乙女/ランコ	ナイト・オブ・ナイツ 豚乙女ver.	月時計　～ ルナ・ダイアル/フラワリングナイト
COOL&CREATE/暁Records	Help me,ERINNNNNN!! - ASAP	竹取飛翔　～ Lunatic Princess
COOL&CREATE/暁Records/Stack	ナイト・オブ・ナイツ -Thousand Knives	月時計　～ ルナ・ダイアル/フラワリングナイト
COOL&CREATE/少女理論観測所	Help me,ERINNNNNN!! 少女理論観測所ver.	竹取飛翔　～ Lunatic Princess
COOL&CREATE/少女理論観測所/咲子	ナイト・オブ・ナイツ 少女理論観測所ver.	月時計　～ ルナ・ダイアル/フラワリングナイト
COOL&CREATE/森羅万象	Help me,ERINNNNNN!! 森羅万象ver.	竹取飛翔　～ Lunatic Princess
COOL&CREATE/石鹸屋	Help me,ERINNNNNN!!～翔～	竹取飛翔　～ Lunatic Princess
COOL&CREATE/A-One	Help me,ERINNNNNN!!(Eurobeat Mix)	竹取飛翔　～ Lunatic Princess
COOL&CREATE/DiGiTAL WiNG	Help me,ERINNNNNN!!(Tsukasa Hyper Rave Remix)	竹取飛翔　～ Lunatic Princess
COOL&CREATE/TUMENECO	Help me,ERINNNNNN!!(TUMENECO ver.)	竹取飛翔　～ Lunatic Princess
dawn-system	進め!イッスン軍団 -Rebellion of the Dwarfs-	輝く針の小人族　～ Little Princess
DiGiTAL WiNG feat. 花たん	Paranoia(DJ katsu Remix)	ハルトマンの妖怪少女
DiGiTAL WiNG feat. 花たん	Little Traveler	デザイアドライブ
DiGiTAL WiNG with. 空音	Anomaria 2018	U.N.オーエンは彼女なのか？
DiGiTAL WiNG with. 空音	SUNLiGHT WiNG	狂気の瞳　～ Invisible Full Moon
DiGiTAL WiNG with. 空音	Together Going My Way	ネイティブフェイス
DiGiTAL WiNG with. 空音	MiRACLE WiNG	妖怪の山　～ Mysterious Mountain
DiGiTAL WiNG with. 空音	Little Big Princess	輝く針の小人族　～ Little Princess
DiGiTAL WiNG with. 雨宿 どみ乃	EPISODE 0	恋色マスタースパーク
DiGiTAL WiNG with. 雨宿 どみ乃	O-One de Circuit	輝く針の小人族　～ Little Princess
EastNewSound	幻奏幻花、届かずの音色	広有射怪鳥事　～ Till When?
EastNewSound	VANISHING POINT	ネクロファンタジア
EastNewSound	Finder	もう歌しか聞こえない
EastNewSound	Missing Sorrow	ネイティブフェイス
EastNewSound feat.nayuta	滲色血界、月狂ノ獄	亡き王女の為のセプテット
EastNewSound feat.nayuta	緋色月下、狂咲ノ絶-1st Anniversary Remix-	U.N.オーエンは彼女なのか？
EastNewSound feat.nayuta	緋色月下、狂咲ノ絶	U.N.オーエンは彼女なのか？
EastNewSound feat.nayuta	風導星歌、黎明ノ景	少女が見た日本の原風景
EastNewSound feat.nayuta	無炎舞踊≠循環	霊知の太陽信仰　～ Nuclear Fusion
EastNewSound feat.ななくさなゆ	死奏憐音、玲瓏ノ終	幽雅に咲かせ、墨染の桜　～ Border of Life
EastNewSound feat.茶太	Lucid Dream	法界の火
EastNewSound feat.茶太	Lucent Wish	神さびた古戦場　～ Suwa Foughten Field
EastNewSound feat.前菜	片月下円舞曲	少女さとり　～ 3rd eye
EastNewSound feat.リツカ	Black Lotus	フラワリングナイト
EastNewSound feat.Tsubaki	the 4seasons 4u	稲田姫様に叱られるから
EastNewSound feat.Tsubaki	悖徳数列組曲(x≒y)	狂気の瞳　～ Invisible Full Moon
EastNewSound feat.紫月菜乃	Alegro	ツェペシュの幼き末裔
EastNewSound feat.片霧烈火	Fractal Cage	感情の摩天楼　～ Cosmic Mind
efs feat.阿部左	とある妖の観測的美学	芥川龍之介の河童　～ Candid Friend
efs feat.阿部左	ブクレシュティの人形師--<RetroAtmosphere>	ブクレシュティの人形師
Halozy feat. ななひら	物凄い勢いでけーねが物凄いうた	懐かしき東方の血　～ Old World
Halozy feat. ななひら	物凄い狂っとるフランちゃんが物凄いうた	魔法少女達の百年祭
Halozy feat. ななひら	物凄いコロシアムでアリスが物凄いうた	ブクレシュティの人形師/人形裁判　～ 人の形弄びし少女
Halozy feat. ななひら	物凄いハードボイルドな諏訪子が物凄いうた	ネイティブフェイス
Halozy feat. ななひら	物凄いバーニングで魔理沙が物凄いうた	恋色マスタースパーク
Halozy feat. ななひら	物凄い回しちゃう鍵山さんが物凄いうた	厄神様の通り道　～ Dark Road/運命のダークサイド
Halozy feat. ななひら	物凄いライヴでチルノがそこはかとなく物凄いうた	おてんば恋娘
IRON ATTACK!	～AETERNITAS LUDOLOGY～2016	エクステンドアッシュ　～ 蓬莱人/月まで届け、不死の煙
IRON ATTACK!	Dim.STARLIGHT	Dim. Dream
IRON ATTACK!	Death and Rebirth	Reincarnation
IRON ATTACK!	Twilight Under World	デザイアドライブ
JIMANG(じまんぐ)	ありがとう	オリジナル
JIMANG(じまんぐ)	悲しみを蹴散らせ～正義のみかた～	オリジナル
JIMANG(じまんぐ)	恋文	オリジナル
JIMANG(じまんぐ)	砂漠の天使	オリジナル
JIMANG(じまんぐ)	That's”IRONMAN SHOW”	オリジナル
JIMANG(じまんぐ)	自殺者バンクス	オリジナル
JIMANG(じまんぐ)	Jimang Shot	ネクロファンタジア
JIMANG(じまんぐ)	ドクロマン	オリジナル
JIMANG(じまんぐ)	Dogma	オリジナル
JIMANG(じまんぐ)	Heaven Town	オリジナル
JIMANG(じまんぐ)	～Mr.Poの奇跡～J.G→Radio『Yes Love』vol.003	オリジナル
JIMANG(じまんぐ)	未来	オリジナル
JIMANG(じまんぐ)	優雅な翼	オリジナル
JIMANG(じまんぐ)	Last Song Forever	オリジナル
Kraster feat.Ne;on	It's SA★NA★E WORLD	少女が見た日本の原風景
Kraster feat.Ne;on	EVER LASTING	遠野幻想物語
Kraster feat.Ne;on	COLORS!!	今昔幻想郷　～ Flower Land
Kraster feat.Ne;on	God's giving	ネイティブフェイス
Kraster feat.Ne;on	Space Rainbow☆ミ	U.N.オーエンは彼女なのか？
Kraster feat.Ne;on	Desire?	プレインエイジア
Kraster feat.Ne;on	50%☆Lovers	有頂天変　～ Wonderful Heaven
Kraster feat.Ne;on	BLACK PAIN	死体旅行　～ Be of good cheer!
Kraster feat.Ne;on	Blooms†Knight	フラワリングナイト
Kraster feat.Ne;on	無限識少女	少女さとり　～ 3rd eye
Kraster feat.Ne;on	LIFE IS^-^MIRACLE WIND	信仰は儚き人間の為に
Kraster feat.羽丘淳	Summersong Days	神々が恋した幻想郷
Kraster feat.ハイジ	月時計が刻む頃に	メイドと血の懐中時計/月時計　～ ルナ・ダイアル
Kraster feat.ハイジ	Fall in umbrella	万年置き傘にご注意を
Kraster feat.Ne;on&ハイジ	春の夜に咲く幻想	六十年目の東方裁判　～ Fate of Sixty Years
Kraster feat.Ne;on&ハイジ	WorldS EnD	亡き王女の為のセプテット
Kraster feat.Ne;on&羽丘淳	片恋いの月	砕月
Kraster feat.Ne;on&羽丘淳	Groooooov! in the dark	旧地獄街道を行く
Kraster feat.羽丘淳&Ne;on&ハイジ	熱闘士少女	上海紅茶館　～ Chinese Tea
Liz Triangle	アナザーエゴ	ハルトマンの妖怪少女
Liz Triangle	インモータルフィロソフィー	華狭間のバトルフィールド
Liz Triangle	Witches night	魔女達の舞踏会　～ Magus
Liz Triangle	さよならバイバイ、また明日	神々が恋した幻想郷
Liz Triangle	人が夢みた人の夢	デザイアドライブ/古きユアンシェン
Liz Triangle	Who Killed U.N.Owen	U.N.オーエンは彼女なのか？
Liz Triangle	リトルドリーマー	輝く針の小人族　～ Little Princess
らむだーじゃん	Axelerator	風神少女
らむだーじゃん	アトカタ	幽雅に咲かせ、墨染の桜　～ Border of Life
らむだーじゃん	Alicema	アリスマエステラ
らむだーじゃん	クリスタルレイン	神々が恋した幻想郷
らむだーじゃん	恋文新聞	フォールオブフォール　～ 秋めく滝
らむだーじゃん	紅茶色の空から	暮色蒼然
らむだーじゃん	Skidbladnir	恋色マスタースパーク
らむだーじゃん	Sleeping Forest	運命のダークサイド
らむだーじゃん	Time Limit	メイドと血の懐中時計
らむだーじゃん	W	無何有の郷　～ Deep Mountain
らむだーじゃん	長夜の眠り	懐かしき東方の血　～ Old World
らむだーじゃん	月の雫	東方萃夢想
らむだーじゃん	Tempest	明日ハレの日、ケの昨日
らむだーじゃん	灯火	Demystify Feast
らむだーじゃん	Next Stage	オリジナル
らむだーじゃん	Vivid Parasol	ネクロファンタジア
らむだーじゃん	Black Lotus	フラワリングナイト
らむだーじゃん	Bloody Mary	不思議の国のアリス
らむだーじゃん	星の傷跡	夢消失　～ Lost Dream
らむだーじゃん	夢幻の花	春色小径　～ Colorful Path
らむだーじゃん	らむだーじゃん	オリジナル
らむだーじゃん	Raincoat	御柱の墓場　～ Grave of Being
Silver Forest	Material of Puppets	ブクレシュティの人形師
Silver Forest feat.さゆり	sweet little sister	U.N.オーエンは彼女なのか？
Silver Forest feat.さゆり	蒼空に舞え、墨染の桜	幽雅に咲かせ、墨染の桜　～ Border of Life
Silver Forest feat.さゆり	Phantasm Brigade	ネクロファンタジア
Silver Forest feat.めらみぽっぷ	ケロ⑨destiny	ネイティブフェイス
Silver Forest feat.猫森アキ くろねこ Kana 星河さきち	つるぺったん	竹取飛翔　～ Lunatic Princess
SOUND HOLIC feat.3L	Rainy,rainy days	東方緋想天
SOUND HOLIC feat.709sec.	憧憬マーメイド	ミストレイク/秘境のマーメイド
SOUND HOLIC feat.709sec.	A long long time ago	砕月
SOUND HOLIC feat.709sec.	永遠の刹那	砕月
SOUND HOLIC feat.709sec.	エイリアンX	平安のエイリアン
SOUND HOLIC feat.709sec.	覚醒のシスターヴァンプ	U.N.オーエンは彼女なのか？
SOUND HOLIC feat.709sec.	銀弾マリオネット	月時計　～ ルナ・ダイアル
SOUND HOLIC feat.709sec.	空白少女	Tabula rasa　～ 空白少女
SOUND HOLIC feat.709sec.	Get the star for you	ほおずきみたいに紅い魂/妖魔夜行
SOUND HOLIC feat.709sec.	COSMIC PRIEST	感情の摩天楼　～ Cosmic Mind
SOUND HOLIC feat.709sec.	60's Xanadu	六十年目の東方裁判　～ Fate of Sixty Years
SOUND HOLIC feat.709sec.	sing for you,pray for you	廃獄ララバイ/死体旅行　～ Be of good cheer!
SOUND HOLIC feat.709sec.	Jive at the Graveyard	素敵な墓場で暮しましょ
SOUND HOLIC feat.709sec.	SEVENTH HEAVEN	ツェペシュの幼き末裔/亡き王女の為のセプテット
SOUND HOLIC feat.709sec.	翼-DESTINY-	春の湊に/小さな小さな賢将
SOUND HOLIC feat.709sec.	TAKE OFF!!	風の循環　～ Wind Tour
SOUND HOLIC feat.709sec.	Demystify BEAST	Demystify Feast
SOUND HOLIC feat.709sec.	DRASTIC ANGEL	有頂天変　～ Wonderful Heaven
SOUND HOLIC feat.709sec.	Draw the line	妖々跋扈　～ Who done it!/ネクロファンタジア
SOUND HOLIC feat.709sec.	Night Bird	夜雀の歌声　～ Night Bird/もう歌しか聞こえない
SOUND HOLIC feat.709sec.	Nightmare Strike	無間の鐘　～ Infinite Nightmare
SOUND HOLIC feat.709sec.	ハルノハナビラノセイ	年中夢中の好奇心
SOUND HOLIC feat.709sec.	Bud flowers	フラワリングナイト
SOUND HOLIC feat.709sec.	Vampire and Vampress	東の国の眠らない夜
SOUND HOLIC feat.709sec.	Purple+Indigo	夜が降りてくる　～ Evening Star/仰空/戦迅
SOUND HOLIC feat.709sec.	FIRE FLOWER	エクステンドアッシュ　～ 蓬莱人/月まで届け、不死の煙
SOUND HOLIC feat.709sec.	BLACK SAVOR	天狗が見ている　～ Black Eyes
SOUND HOLIC feat.709sec.	Prominence!!	業火マントル/霊知の太陽信仰　～ Nuclear Fusion
SOUND HOLIC feat.709sec.	MIND VENUS	ハートフェルトファンシー
SOUND HOLIC feat.709sec.	夢は時空を超えて	夢は時空を越えて
SOUND HOLIC feat.709sec.	LIGHT OF RIGHT	法界の火
SOUND HOLIC feat.709sec.	童祭	童祭　～ Innocent Treasures
SOUND HOLIC feat.709sec.&Nana Takahashi(高橋菜々)	ヒカリノテクノロジー	オリエンタルダークフライト
SOUND HOLIC feat.aki	壊されたお守り	運命のダークサイド
SOUND HOLIC feat.aki	the way we lost	遠野幻想物語
SOUND HOLIC feat.aki	touchless	Demystify Feast
SOUND HOLIC feat.aki	Dial Connected	月時計　～ ルナ・ダイアル
SOUND HOLIC feat.CALEN	KI SE KI	少女が見た日本の原風景
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	Earthquake Super Shock	有頂天変　～ Wonderful Heaven
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	INFINITE WORLD	無間の鐘　～ Infinite Nightmare
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	KAMIKAZE	信仰は儚き人間の為に
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	絡繰りドール	ブクレシュティの人形師/人形裁判　～ 人の形弄びし少女
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	君の白い翼	夢消失　～ Lost Dream
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	KIRISAME☆DRIVE	ルーズレイン/メイガスナイト
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	Quod Erat Demonstrandum	アリスマエステラ
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	クラピーの月面野球大会	星条旗のピエロ
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	Grazin' Bullets	六十年目の東方裁判　～ Fate of Sixty Years
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	GRISAILLE	亡失のエモーション
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	Grip&Break down!!	U.N.オーエンは彼女なのか？
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	ケロしゅぱデイズ	ネイティブフェイス
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	Cosmic Magic Shooter	法界の火/感情の摩天楼　～ Cosmic Mind
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	サイケデリック鬼桜同盟	Demystify Feast
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	しゅわスパ大作戦☆	東方萃夢想
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	STARSHIP 2012	感情の摩天楼　～ Cosmic Mind
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	零次元エクスプレス	魔法少女十字軍
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	DUAL EDGE OF FAITH	東方妖々夢　～ Ancient Temple
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	TOP OF THE GAME	神々が恋した幻想郷
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	Drive my Life	幽雅に咲かせ、墨染の桜　～ Border of Life
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	如蓮華在水	空の帰り道　～ Sky Dream
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	No Life Queen	亡き王女の為のセプテット
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	Highway to Heaven	ラストリモート
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	廃獄ドリームランド	少女さとり　～ 3rd eye
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	PANDORA ZONE	少女綺想曲　～ Dream Battle/千年幻想郷　～ History of the Moon
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	非統一魔法世界論	Sailor of Time/Strawberry Crisis!!
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	bEAT GATHER	始原のビート　～ Pristine Beat
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	BLACK BIRD	業火マントル/霊知の太陽信仰　～ Nuclear Fusion
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	Brave of Being	御柱の墓場　～ Grave of Being
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	Priere-プリエール-	ツェペシュの幼き末裔/亡き王女の為のセプテット
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	PRESERVED VAMPIRE	月時計　～ ルナ・ダイアル/フラワリングナイト
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	ホテルニュー輝針城	リバースイデオロギー
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	卍ZAKURA	東方妖々夢　～ Ancient Temple
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	夢幻のルフラン	Dream Land/幽夢　～ Inanimate Dream
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	来光-らいこう-	サニーミルクの紅霧異変
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	LAST MYTHOLOGY	神さびた古戦場　～ Suwa Foughten Field
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	LITTLE GODDESS	輝く針の小人族　～ Little Princess
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	REQUIEM BLUE	ピュアヒューリーズ　～ 心の在処
SOUND HOLIC feat.Nana Takahashi(高橋菜々)	WONDER WONDER	幻想の永遠祭
SOUND HOLIC feat.Nana Takahashi(高橋菜々)&709sec.	Kill The Night	Bad Apple!!
SOUND HOLIC feat.Nana Takahashi(高橋菜々)&709sec.	死蝶-Swallowtail-	幽雅に咲かせ、墨染の桜　～ Border of Life
SOUND HOLIC feat.Nana Takahashi(高橋菜々)&709sec.	THRILL HUNTER	少女秘封倶楽部
SOUND HOLIC feat.Nana Takahashi(高橋菜々)&709sec.	DREAMIN' TURBO	天空のグリニッジ
SOUND HOLIC feat.Nana Takahashi(高橋菜々)&709sec.	NECRO MEISTER	ネクロファンタジア
SOUND HOLIC feat.Nana Takahashi(高橋菜々)&709sec.	Final Force Master	デザイアドライブ/古きユアンシェン
SOUND HOLIC feat.Nana Takahashi(高橋菜々)&709sec.	ファンタジアドリーム	ネクロファンタジア
SOUND HOLIC feat.Nana Takahashi(高橋菜々)&ヨッシ～バラン	SCAPEGOAT BOY	亡き王女の為のセプテット
SOUND HOLIC feat.Shihori	あの空の彼方へ	レトロスペクティブ京都
SOUND HOLIC feat.Shihori	KAZE NO KIOKU	神々が恋した幻想郷
SOUND HOLIC feat.Shihori	Psy-Phone	竹取飛翔　～ Lunatic Princess
SOUND HOLIC feat.Shihori	Shining Of The Moon	懐かしき東方の血　～ Old World
SOUND HOLIC feat.ユリカ(cordelia)	操り人形の館	古きユアンシェン
SOUND HOLIC feat.ユリカ(cordelia)	有頂天子	有頂天変　～ Wonderful Heaven
SOUND HOLIC feat.ユリカ(cordelia)	エンドレスリバース	空中に沈む輝針城/リバースイデオロギー
SOUND HOLIC feat.ユリカ(cordelia)	覚醒ノ夜	夢消失　～ Lost Dream
SOUND HOLIC feat.ユリカ(cordelia)	冥き神の地へ	幻視の夜　～ Ghostly Eyes/古の冥界寺
SOUND HOLIC feat.ユリカ(cordelia)	鋼鉄の魔女-Iron Magus-	メイガスナイト
SOUND HOLIC feat.ユリカ(cordelia)	彷徨のフィナーレ	ラストリモート
SOUND HOLIC feat.ユリカ(cordelia)	ForgoTTen World	閉ざせし雲の通い路/万年置き傘にご注意を
SOUND HOLIC feat.ユリカ(cordelia)	Black Eye's Story	天狗が見ている　～ Black Eyes
SOUND HOLIC feat.ユリカ(cordelia)	星屑のダークサイド	厄神様の通り道　～ Dark Road/運命のダークサイド
