artist	title	original_songs
EastNewSound feat.黒崎朔夜	Rot in hell !!	U.N.オーエンは彼女なのか？
EastNewSound×Halozy feat.いずみん	Missing Sorrow	ネイティブフェイス
EdelSounds feat.mineko & 蒼 -aoi-	風の瞳	天狗が見ている　～ Black Eyes
EdelSounds feat.かんろ & 真野紫	Period of Vanity.	亡き王女の為のセプテット
Elemental Records feat.西村ちさと	crimson sky	U.N.オーエンは彼女なのか？
Foreground Eclipse	Oath of Allegiance	遠野幻想物語/ティアオイエツォン(withered leaf)
Foreground Eclipse	Flames Within These Black Feathers	業火マントル/霊知の太陽信仰　～ Nuclear Fusion
Foreground Eclipse	Angels，Monsters，The Secret Lyrics	竹取飛翔　～ Lunatic Princess
Foreground Eclipse	Iris	上海紅茶館　～ Chinese Tea
Foreground Eclipse	Magus Night	メイガスナイト
Foreground Eclipse	Fall Of Tears	フォールオブフォール　～ 秋めく滝
Foreground Eclipse	Florentia	天空の花の都/幽霊楽団　～ Phantom Ensemble
Foreground Eclipse	恋詠	信仰は儚き人間の為に
Foreground Eclipse	Destruction	信仰は儚き人間の為に
Foreground Eclipse	Obstruction! Color It All Out	デザイアドライブ
Foreground Eclipse	Dancing With Happiness And Sadness	不思議の国のアリス
Foreground Eclipse	Wandering，Never Wondering(There Exists A Shade)	ラストリモート
Foreground Eclipse	Calm Eyes Fixed On Me，Screaming	ルーネイトエルフ
Foreground Eclipse	In A Night When Her Sorrow Resounds Around	夜雀の歌声　～ Night Bird/もう歌しか聞こえない
Foreground Eclipse	Vermillion Halo	彼岸帰航　～ Riverside View
Foreground Eclipse	Truths，Ironies，The Secret Lyrics	U.N.オーエンは彼女なのか？
Foreground Eclipse	I Bet You'll Forget That Even If You Noticed That	エクステンドアッシュ　～ 蓬莱人
GET IN THE RING feat.みぃ	鳥獣伎楽 ～地獄極楽SUPER LIVE 2012～ tour final	夜雀の歌声　～ Night Bird/もう歌しか聞こえない/妖怪寺へようこそ/門前の妖怪小娘
GET IN THE RING feat.みぃ	祭り彩る	人恋し神様　～ Romantic Fall/稲田姫様に叱られるから/厄神様の通り道　～ Dark Road/運命のダークサイド/神々が恋した幻想郷/少女が見た日本の原風景/信仰は儚き人間の為に/御柱の墓場　～ Grave of Being/神さびた古戦場　～ Suwa Foughten Field/明日ハレの日、ケの昨日/ネイティブフェイス
GET IN THE RING feat.みぃ	EXceed The Limit!	魔法少女達の百年祭/妖々跋扈/妖々跋扈　～ Who done it!/エクステンドアッシュ　～ 蓬莱人/明日ハレの日、ケの昨日/ラストリモート/夜空のユーフォーロマンス
GET IN THE RING feat.みぃ	寂しがりやのクイックシルバー	夢消失　～ Lost Dream/幽霊楽団　～ Phantom Ensemble
GET IN THE RING feat.みぃ	欲-OVERDRIVE-望	大神神話伝/聖徳伝説　～ True Administrator
GET IN THE RING feat.みぃ	クロスハート	ハートフェルトファンシー/少女さとり　～ 3rd eye/ラストリモート/ハルトマンの妖怪少女
GET IN THE RING feat.みぃ	Marginal Glaze	ティアオイエツォン(withered leaf)/少女幻葬　～ Necro-Fantasy/ネクロファンタジア
GET IN THE RING feat.みぃ	セピア川は今も流るる	芥川龍之介の河童　～ Candid Friend
GET IN THE RING feat.みぃ	Ring Wandering	遠野幻想物語
GET IN THE RING feat.みぃ	Thank you for dears...	感情の摩天楼　～ Cosmic Mind
GET IN THE RING feat.みぃ	Mebius	ジャパニーズサーガ
GET IN THE RING feat.みぃ	瞬環フォトグラフィー	風の循環　～ Wind Tour/天狗が見ている　～ Black Eyes/東の国の眠らない夜/レトロスペクティブ京都/風神少女/あなたの町の怪事件/妖怪モダンコロニー/ネメシスの要塞/無間の鐘　～ Infinite Nightmare
GET IN THE RING feat.みぃ	ムーンダスト	懐かしき東方の血　～ Old World/プレインエイジア/エクステンドアッシュ　～ 蓬莱人/月まで届け、不死の煙
GET IN THE RING feat.みぃ	Dead End Screamer	素敵な墓場で暮しましょ/リジッドパラダイス/デザイアドライブ/古きユアンシェン
GET IN THE RING feat.みぃ	Ignis	死体旅行　～ Be of good cheer!/霊知の太陽信仰　～ Nuclear Fusion
GET IN THE RING feat.みぃ	Twinkle Twinkle Eclipce	シンデレラケージ　～ Kagome-Kagome/狂気の瞳　～ Invisible Full Moon/お宇佐さまの素い幡
GET IN THE RING feat.みぃ	Rapid Shot!!	あなたの町の怪事件
GET IN THE RING feat.みぃ	希望の閃光	恋色マジック/Dim. Dream/星の器　～ Casket of Star/恋色マスタースパーク/魔女達の舞踏会　～ Magus/オリエンタルダークフライト/メイガスナイト/魔法使いの憂鬱
GET IN THE RING feat.みぃ	華散里	砕月/旧地獄街道を行く/華のさかづき大江山
GET IN THE RING feat.みぃ	Whose Eye Is This Anyway?	狂気の瞳　～ Invisible Full Moon
GET IN THE RING feat.みぃ	Miracle Locus	少女が見た日本の原風景/信仰は儚き人間の為に/神さびた古戦場　～ Suwa Foughten Field/ネイティブフェイス
GET IN THE RING feat.みぃ	ハウリング	竹取飛翔　～ Lunatic Princess/月まで届け、不死の煙
GET IN THE RING feat.みぃ	神>>【穢=罪_咎】>祓. ～神ヲモッテ穢、罪咎ヲ祓イタテマツル～	綿月のスペルカード ～Lunatic Blue
GET IN THE RING feat.みぃ、℃iel	雪琥珀 -snow amber-	春の湊に/小さな小さな賢将/魔界地方都市エソテリア/虎柄の毘沙門天
IRON ATTACK!	TRUE EVER ROSE	ネクロファンタジア
IRON ATTACK!	Rain in Vain	信仰は儚き人間の為に
IRON ATTACK!	Star Dust	星の器　～ Casket of Star
IRON ATTACK!	BURN IN HELL	死体旅行　～ Be of good cheer!
IRON ATTACK!	Silent Night	ツェペシュの幼き末裔
IRON ATTACK!	Night after night	竹取飛翔　～ Lunatic Princess
IRON ATTACK!	Slayer	東方妖々夢　～ Ancient Temple/広有射怪鳥事　～ Till When?
IRON ATTACK!	CRYING DESTINY	懐かしき東方の血　～ Old World
IRON ATTACK!	SPEADMASTER DRIVE!	妖怪宇宙旅行
IRON ATTACK!	over the rainbow	ラクトガール　～ 少女密室
IRON ATTACK!	MOON PHASE	竹取飛翔　～ Lunatic Princess
IRON ATTACK!	Le ”DEVIL” rouge de Ville	亡き王女の為のセプテット
IRON ATTACK!	Previous life，After life	アルティメットトゥルース/幽雅に咲かせ、墨染の桜　～ Border of Life
IRON ATTACK!	～AETERNITAS LUDOLOGY～	エクステンドアッシュ　～ 蓬莱人/月まで届け、不死の煙
IRON ATTACK!	Into The Shade	ヴワル魔法図書館
IRON ATTACK!	Never die	大神神話伝
IRON ATTACK!	Breaking the seal	感情の摩天楼　～ Cosmic Mind
IRON ATTACK!	Sparking	恋色マスタースパーク
IRON ATTACK!	Poltergeist	幽霊楽団　～ Phantom Ensemble
IRON ATTACK!	JUDGMENT DAY	六十年目の東方裁判　～ Fate of Sixty Years/花は幻想のままに
IRON ATTACK!	Heaven's Sword	東方緋想天
IRON ATTACK!	Rabbit Foot	シンデレラケージ　～ Kagome-Kagome/お宇佐さまの素い幡
IRON ATTACK!	PAPER MOON	ヴォヤージュ1969/千年幻想郷　～ History of the Moon
Innocent Key & A-OneとShihori	Wanna Be My Dream	少女綺想曲　～ Dream Battle
Innocent Key & ARMとmiko	恋色フルーツ	東方妖々夢　～ Ancient Temple
Innocent Key & ARMとmiko VS 陽介神父、溝口ゆうま	ツンツン☆オニオニ ～ドS萃香とM袋～	御伽の国の鬼が島　～ Missing Power
Innocent Key & D.wattとmiko	恋のくじごじ・にゃんすか地獄	死体旅行　～ Be of good cheer!
Innocent Key & Sound CYCLONEと℃iel、大瀬良あい、しゃばだばと愉快な仲間たち	Take to Lips	竹取飛翔　～ Lunatic Princess
Innocent Key & Soy-SOUTHと℃iel	永遠の風	プレインエイジア
Innocent Key & 柏木るざりんと℃iel	信仰と欲望とコマンドーと蛙幼女	神さびた古戦場　～ Suwa Foughten Field
Innocent Key & 柏木るざりんとココ、℃iel	モスキート★ラブ	死体旅行　～ Be of good cheer!/霊知の太陽信仰　～ Nuclear Fusion
Innocent Key & 柏木るざりんと城戸千絵	桃栗乙女と秋の恋	神々が恋した幻想郷
Innocent Key&A-OneとRayna	Lost the PAST	旧地獄街道を行く
Innocent Key&ARMと岩杉夏、苦い人	時代親父のちゃぶ台返し	時代親父とハイカラ少女
